Date,Max_Temp,Min_Temp,Rainfall,Max_Wind,Sunshine_Duration
2023-12-31,29.5,18.8,1.1,18.4,47538.43
2024-01-01,24.4,20.1,20.1,17.1,11006.47
2024-01-02,23.6,19.3,56.0,19.4,1227.46
2024-01-03,29.7,19.1,4.6,16.5,48860.84
2024-01-04,29.6,20.6,1.2,12.6,45256.98
2024-01-05,30.1,21.8,5.3,17.5,39026.01
2024-01-06,26.0,19.9,3.0,22.3,26021.07
2024-01-07,27.6,19.1,3.7,16.6,45696.55
2024-01-08,28.3,21.0,2.5,15.4,42170.42
2024-01-09,29.2,22.5,3.0,16.0,19054.92
2024-01-10,30.2,22.8,6.7,14.0,43200.0
2024-01-11,28.7,20.8,1.0,18.0,47878.0
2024-01-12,29.2,20.8,3.4,22.5,48391.1
2024-01-13,29.8,21.2,2.2,17.4,47499.73
2024-01-14,32.3,19.4,0.1,20.0,48854.55
2024-01-15,28.2,21.6,12.4,18.4,37406.17
2024-01-16,28.2,20.9,14.4,17.2,34424.96
2024-01-17,29.0,21.9,2.5,15.1,42788.78
2024-01-18,31.9,22.5,3.6,15.9,38018.3
2024-01-19,32.1,22.5,7.5,13.3,45140.18
2024-01-20,30.3,22.8,5.5,10.6,30005.46
2024-01-21,31.9,23.1,1.0,14.4,47173.55
2024-01-22,35.4,23.6,0.3,17.1,46800.65
2024-01-23,26.6,22.5,0.0,17.1,4711.12
2024-01-24,29.6,20.1,0.0,14.1,47217.15
2024-01-25,30.2,20.2,0.0,15.6,47459.44
2024-01-26,30.1,20.2,0.6,18.4,34003.4
2024-01-27,34.8,24.7,1.8,16.8,43082.96
2024-01-28,28.7,25.0,51.9,9.5,4274.11
2024-01-29,30.1,24.4,16.1,15.6,23626.69
2024-01-30,26.6,23.7,37.3,16.5,0.0
2024-01-31,29.2,21.4,0.0,19.6,42013.41
2024-02-01,29.9,21.0,0.2,18.3,46139.17
2024-02-02,31.7,19.9,0.0,15.0,47405.37
2024-02-03,31.0,21.8,0.4,15.3,41621.42
2024-02-04,29.5,21.8,1.7,14.9,44498.63
2024-02-05,30.6,22.9,0.2,16.1,45721.13
2024-02-06,31.1,22.5,0.9,15.0,45754.98
2024-02-07,29.8,23.7,4.5,23.2,44981.04
2024-02-08,29.9,22.1,1.8,21.8,44053.76
2024-02-09,25.5,21.9,3.6,16.3,10381.84
2024-02-10,26.5,22.1,1.5,16.6,11551.3
2024-02-11,29.4,21.0,1.3,20.8,43572.97
2024-02-12,28.3,20.5,3.0,19.4,44365.99
2024-02-13,27.8,21.0,1.8,15.9,19634.61
2024-02-14,30.2,19.8,2.9,10.7,36449.2
2024-02-15,28.4,22.4,4.2,14.7,23786.41
2024-02-16,23.1,20.5,50.5,16.6,3278.39
2024-02-17,28.8,19.6,0.4,18.5,43775.25
2024-02-18,28.9,19.9,0.9,17.1,43818.16
2024-02-19,29.1,20.4,9.9,10.4,35115.06
2024-02-20,29.0,19.4,1.7,13.7,43244.18
2024-02-21,30.1,19.7,0.1,13.0,41180.48
2024-02-22,31.1,20.9,0.6,12.0,43293.98
2024-02-23,33.5,21.3,0.5,13.2,43200.0
2024-02-24,27.1,23.6,17.0,11.0,2759.91
2024-02-25,27.4,22.4,16.4,12.7,16303.65
2024-02-26,30.8,21.2,0.9,12.9,43200.0
2024-02-27,29.5,21.2,2.8,15.6,42335.92
2024-02-28,29.9,20.3,0.0,13.6,43200.0
2024-02-29,29.6,20.9,0.6,13.3,43200.0
2024-03-01,29.8,20.1,0.1,15.0,43200.0
2024-03-02,31.6,19.3,0.1,17.9,43200.0
2024-03-03,28.8,22.0,1.8,8.9,12517.15
2024-03-04,29.2,21.3,16.0,12.8,24026.7
2024-03-05,26.0,20.5,3.9,18.8,35855.81
2024-03-06,28.0,18.6,0.0,14.9,43200.0
2024-03-07,29.1,18.3,1.0,18.0,43200.0
2024-03-08,28.3,20.3,0.6,22.1,43200.0
2024-03-09,28.7,20.6,0.6,22.8,43200.0
2024-03-10,27.2,19.2,1.0,25.4,40834.53
2024-03-11,26.9,20.6,4.1,26.6,43109.21
2024-03-12,28.7,19.3,0.4,19.0,43200.0
2024-03-13,28.3,20.0,0.6,19.7,42900.34
2024-03-14,28.0,19.2,0.0,14.4,34449.37
2024-03-15,28.6,18.2,1.5,23.2,43200.0
2024-03-16,27.3,19.6,0.0,20.0,30986.18
2024-03-17,26.4,18.6,5.4,14.2,42256.03
2024-03-18,27.5,20.1,27.8,13.3,34362.42
2024-03-19,28.1,19.3,1.5,13.4,41209.92
2024-03-20,29.3,19.6,0.2,12.8,42909.21
2024-03-21,26.1,20.3,1.1,26.8,29839.31
2024-03-22,25.5,18.7,0.0,20.4,26374.68
2024-03-23,25.0,17.1,4.0,13.8,23200.6
2024-03-24,21.2,18.4,14.1,9.1,0.0
2024-03-25,22.4,18.1,9.7,11.2,0.0
2024-03-26,23.1,19.9,51.7,18.8,1323.13
2024-03-27,23.6,21.3,23.3,19.9,12908.73
2024-03-28,27.5,18.9,0.1,17.6,42365.3
2024-03-29,26.2,17.8,1.9,14.3,41634.88
2024-03-30,26.9,18.5,1.2,15.1,42211.54
2024-03-31,25.0,16.6,1.4,13.9,41132.41
2024-04-01,25.0,18.2,3.5,13.4,35121.58
2024-04-02,27.4,19.5,2.0,13.7,34835.35
2024-04-03,29.6,18.6,1.5,13.2,41142.33
2024-04-04,24.2,19.8,33.6,11.4,34658.69
2024-04-05,24.6,19.6,29.2,9.3,5128.15
2024-04-06,27.4,19.7,11.9,9.8,37430.68
2024-04-07,28.7,20.9,8.4,8.9,35844.54
2024-04-08,28.7,19.3,0.0,10.9,41161.74
2024-04-09,28.0,19.5,0.0,20.3,30141.48
2024-04-10,26.2,15.1,0.0,20.1,39329.08
2024-04-11,26.5,13.6,0.0,13.3,40384.08
2024-04-12,25.3,14.2,0.5,10.9,39859.79
2024-04-13,25.3,14.5,0.7,10.2,39861.77
2024-04-14,26.1,16.4,0.1,10.9,39863.46
2024-04-15,26.3,15.7,0.0,10.9,39600.15
2024-04-16,26.9,15.9,0.0,11.0,39600.68
2024-04-17,26.2,16.0,0.5,13.8,39019.42
2024-04-18,25.1,17.1,2.6,8.7,39068.77
2024-04-19,26.6,16.9,0.0,16.6,39066.88
2024-04-20,24.7,14.5,8.5,12.8,20923.63
2024-04-21,20.6,16.6,27.4,18.5,17248.57
2024-04-22,24.3,16.0,0.6,23.2,38337.34
2024-04-23,24.4,16.1,0.1,15.1,37551.41
2024-04-24,25.6,15.3,0.5,11.6,38793.59
2024-04-25,25.7,15.5,0.2,11.4,35311.92
2024-04-26,22.5,16.2,1.0,15.1,29151.22
2024-04-27,23.1,13.9,0.9,15.0,38694.0
2024-04-28,23.9,14.7,2.3,15.5,38660.48
2024-04-29,24.2,14.5,0.2,12.0,38626.82
2024-04-30,24.4,14.3,0.9,9.0,38593.05
2024-05-01,24.7,14.7,0.3,18.0,38559.18
2024-05-02,22.8,15.3,0.8,24.2,38525.24
2024-05-03,21.8,16.5,2.0,17.3,29961.25
2024-05-04,21.4,15.3,2.1,12.0,26218.67
2024-05-05,24.0,15.3,0.6,11.8,37818.28
2024-05-06,24.1,15.1,2.0,13.9,38389.13
2024-05-07,22.2,15.3,4.4,21.6,38355.13
2024-05-08,22.8,14.2,0.2,18.6,38321.18
2024-05-09,22.8,14.9,1.2,18.4,37908.89
2024-05-10,23.6,15.1,0.1,16.4,38209.36
2024-05-11,23.8,15.2,1.1,9.7,29392.78
2024-05-12,23.2,15.7,4.4,13.8,35915.41
2024-05-13,23.6,12.0,0.0,12.1,38152.98
2024-05-14,25.1,11.9,0.0,10.7,38119.27
2024-05-15,24.1,13.6,0.1,13.7,33862.23
2024-05-16,19.7,16.0,4.7,10.2,8282.83
2024-05-17,19.8,14.2,1.3,12.0,31343.16
2024-05-18,23.5,13.1,1.0,16.2,37263.97
2024-05-19,21.7,11.4,0.0,19.6,37567.16
2024-05-20,21.9,9.9,0.0,11.2,37871.22
2024-05-21,22.0,9.4,0.4,12.2,37042.76
2024-05-22,21.3,11.6,0.0,10.6,27677.64
2024-05-23,22.7,10.7,0.0,9.8,37336.71
2024-05-24,22.6,10.8,0.1,10.3,34325.15
2024-05-25,19.8,13.1,4.0,8.9,20187.02
2024-05-26,22.7,12.1,0.2,7.6,36478.31
2024-05-27,23.0,12.8,0.0,9.6,36192.35
2024-05-28,21.8,13.1,1.8,11.4,32592.83
2024-05-29,22.6,12.8,0.0,15.0,36480.87
2024-05-30,22.2,14.6,0.8,16.6,33824.0
2024-05-31,24.0,14.0,0.9,15.0,35041.63
2024-06-01,23.2,15.5,11.9,14.5,7361.12
2024-06-02,21.4,12.6,0.0,18.9,35810.83
2024-06-03,19.3,11.1,0.0,20.3,36503.2
2024-06-04,19.9,7.4,0.0,12.1,35934.18
2024-06-05,20.6,6.6,0.0,10.7,35943.04
2024-06-06,21.1,9.8,0.6,18.3,36242.16
2024-06-07,18.9,9.0,0.0,18.6,36253.57
2024-06-08,20.9,8.9,0.0,20.1,35976.43
2024-06-09,21.9,11.9,0.0,16.4,30155.27
2024-06-10,21.4,9.8,0.0,14.7,36003.53
2024-06-11,21.6,8.6,0.0,11.7,36018.27
2024-06-12,22.8,9.8,0.0,21.8,35788.93
2024-06-13,20.1,9.5,0.0,16.8,36049.72
2024-06-14,21.5,8.0,0.0,10.2,31622.11
2024-06-15,21.1,9.7,0.2,18.3,35805.74
2024-06-16,20.0,9.5,0.0,16.5,35813.29
2024-06-17,18.7,9.3,0.0,21.1,36118.09
2024-06-18,20.3,8.7,0.0,19.6,35844.95
2024-06-19,20.3,8.7,0.0,16.9,35862.73
2024-06-20,21.6,7.5,0.0,10.7,22818.76
2024-06-21,24.4,7.6,0.0,15.6,32002.88
2024-06-22,20.7,10.6,0.0,13.4,28913.19
2024-06-23,20.1,7.7,0.0,21.8,35935.86
2024-06-24,21.7,9.3,0.0,12.5,35731.98
2024-06-25,21.7,11.3,3.1,11.0,35922.78
2024-06-26,24.2,11.8,0.0,12.0,35940.7
2024-06-27,24.4,12.6,1.5,13.0,35959.71
2024-06-28,22.5,12.6,0.3,12.6,35979.74
2024-06-29,22.2,11.5,0.3,11.4,36000.0
2024-06-30,26.4,13.7,0.0,17.2,36000.0
2024-07-01,19.6,14.8,4.4,12.9,0.0
2024-07-02,17.2,13.5,9.1,14.8,13368.41
2024-07-03,17.1,11.9,4.6,19.0,10800.0
2024-07-04,19.8,11.1,0.0,21.7,31413.69
2024-07-05,20.1,10.4,0.4,20.5,36000.0
2024-07-06,20.4,11.6,0.6,23.2,36000.0
2024-07-07,20.4,11.0,0.1,17.5,36000.0
2024-07-08,18.0,11.9,1.2,9.7,10277.0
2024-07-09,19.8,12.9,3.1,9.3,16736.58
2024-07-10,21.8,12.1,5.2,10.7,36000.0
2024-07-11,22.6,12.4,0.1,10.3,36000.0
2024-07-12,22.7,11.2,0.0,15.1,36029.91
2024-07-13,19.2,12.2,0.0,22.9,35530.69
2024-07-14,18.8,9.8,0.0,22.0,36013.31
2024-07-15,17.4,8.4,0.0,21.0,36003.95
2024-07-16,17.1,5.4,0.0,29.0,36000.0
2024-07-17,15.6,8.1,0.0,25.9,36000.0
2024-07-18,17.7,10.1,0.0,24.6,36000.0
2024-07-19,19.2,8.0,0.0,20.1,36243.67
2024-07-20,21.6,5.2,0.0,24.2,36230.55
2024-07-21,20.2,9.9,0.0,27.0,36216.82
2024-07-22,20.7,6.7,0.0,12.5,36202.45
2024-07-23,21.7,7.1,0.0,10.9,36187.46
2024-07-24,22.4,8.5,0.0,13.7,36000.0
2024-07-25,23.3,10.1,0.2,18.1,36000.0
2024-07-26,23.7,10.6,0.2,13.7,36138.83
2024-07-27,22.6,9.9,1.7,13.0,32521.41
2024-07-28,21.6,11.3,0.0,23.4,25200.0
2024-07-29,19.6,6.9,0.0,22.3,36922.05
2024-07-30,20.4,7.0,0.0,15.3,36622.87
2024-07-31,20.4,6.6,0.0,14.5,36602.17
2024-08-01,20.9,7.7,0.0,13.4,36858.5
2024-08-02,21.0,7.0,0.0,13.2,36835.97
2024-08-03,22.2,8.6,0.0,12.3,36812.72
2024-08-04,22.0,8.0,0.0,13.2,36788.75
2024-08-05,21.0,10.3,0.1,10.9,32919.06
2024-08-06,22.2,12.5,0.1,15.0,29358.26
2024-08-07,21.6,10.7,1.4,14.2,36713.15
2024-08-08,20.5,10.7,0.2,14.6,34492.23
2024-08-09,21.4,10.8,0.0,14.0,29733.69
2024-08-10,22.2,11.0,0.2,14.7,37179.17
2024-08-11,22.4,11.8,2.8,18.5,36289.42
2024-08-12,19.1,14.3,20.9,17.0,2090.45
2024-08-13,18.8,16.5,21.8,20.4,0.0
2024-08-14,19.7,16.9,10.3,19.0,1334.2
2024-08-15,24.1,16.9,3.9,9.3,26411.9
2024-08-16,25.5,15.7,0.3,12.6,36630.26
2024-08-17,28.2,12.2,0.0,25.6,38738.68
2024-08-18,22.9,10.9,0.0,17.9,39045.35
2024-08-19,22.6,9.6,0.0,15.5,38816.28
2024-08-20,21.8,12.7,1.0,12.8,32703.24
2024-08-21,24.7,12.7,0.0,16.8,38629.79
2024-08-22,25.9,12.7,0.0,13.2,39205.25
2024-08-23,24.5,13.4,0.4,17.2,37109.65
2024-08-24,25.1,12.1,0.0,9.4,39292.26
2024-08-25,26.8,12.3,0.0,12.5,39337.49
2024-08-26,27.9,14.7,0.0,13.0,39648.66
2024-08-27,26.9,16.0,0.0,10.8,39430.96
2024-08-28,29.8,16.0,0.0,15.8,40007.35
2024-08-29,32.2,15.9,0.0,13.4,40319.32
2024-08-30,31.4,11.8,0.0,12.6,40367.81
2024-08-31,35.4,16.7,0.0,13.8,40416.99
2024-09-01,32.0,16.2,0.0,13.7,40466.69
2024-09-02,32.9,15.2,0.0,19.7,40779.4
2024-09-03,24.7,11.8,0.0,22.5,40829.69
2024-09-04,22.5,10.4,0.0,15.1,40618.38
2024-09-05,23.2,11.2,0.0,13.5,37372.47
2024-09-06,24.7,10.4,0.0,18.7,41217.94
2024-09-07,27.2,11.2,0.0,17.6,41463.06
2024-09-08,27.6,12.0,0.0,16.6,41446.92
2024-09-09,28.3,12.9,0.0,14.2,40909.61
2024-09-10,24.9,16.9,7.9,14.2,29197.06
2024-09-11,24.8,16.6,1.0,12.6,40618.77
2024-09-12,26.4,13.9,9.6,10.4,37457.36
2024-09-13,22.5,12.2,0.6,23.9,41368.88
2024-09-14,22.6,11.5,0.0,15.3,39921.63
2024-09-15,25.5,10.9,0.2,18.1,41338.96
2024-09-16,23.5,10.4,0.0,15.7,41859.36
2024-09-17,23.1,10.6,0.0,15.0,41828.31
2024-09-18,24.8,10.8,0.2,17.2,41912.47
2024-09-19,27.5,11.5,0.2,17.1,33289.42
2024-09-20,28.7,12.2,0.0,15.9,41965.91
2024-09-21,27.5,14.1,0.7,15.9,41849.42
2024-09-22,25.6,12.7,0.2,11.0,42019.9
2024-09-23,27.0,13.0,0.0,15.1,42047.19
2024-09-24,26.2,13.8,0.0,15.8,42074.71
2024-09-25,25.4,13.0,0.0,19.6,42102.48
2024-09-26,27.2,13.4,4.9,19.7,41635.97
2024-09-27,21.8,16.2,23.3,24.8,15426.19
2024-09-28,21.4,14.3,28.1,31.5,8953.43
2024-09-29,25.3,15.8,3.9,19.7,42216.75
2024-09-30,28.0,14.4,0.5,17.5,39189.74
2024-10-01,24.3,14.0,0.0,16.1,42956.61
2024-10-02,23.0,13.0,0.3,21.9,42435.6
2024-10-03,23.0,11.8,0.0,22.4,42691.42
2024-10-04,24.0,10.2,0.0,14.5,43725.3
2024-10-05,29.1,12.1,0.0,15.3,43723.43
2024-10-06,32.3,15.2,0.0,12.3,43981.5
2024-10-07,31.3,16.5,0.0,12.7,44114.2
2024-10-08,32.8,18.0,8.6,17.8,38864.49
2024-10-09,22.9,15.7,38.0,17.5,25872.28
2024-10-10,21.7,15.6,21.4,19.5,25018.8
2024-10-11,24.0,13.7,0.5,13.3,44989.07
2024-10-12,25.8,13.5,0.6,13.2,43377.51
2024-10-13,21.8,15.1,1.0,20.6,44513.24
2024-10-14,23.0,14.5,0.1,14.7,37199.59
2024-10-15,24.1,14.4,7.1,9.8,37291.7
2024-10-16,23.0,15.0,6.8,12.5,31977.0
2024-10-17,26.6,15.4,0.3,16.2,44279.01
2024-10-18,26.8,16.8,0.0,19.5,41500.83
2024-10-19,32.5,17.2,0.2,16.5,45745.24
2024-10-20,26.2,17.7,0.2,14.7,45836.81
2024-10-21,27.4,17.9,0.1,17.0,45903.98
2024-10-22,27.0,17.0,0.5,18.1,36179.09
2024-10-23,27.8,16.3,0.5,17.2,43049.65
2024-10-24,31.6,20.6,0.7,14.3,32961.65
2024-10-25,28.9,16.6,0.1,22.7,46294.32
2024-10-26,24.1,14.8,0.8,18.6,46385.21
2024-10-27,25.7,16.3,1.3,18.3,39105.87
2024-10-28,25.4,15.3,16.4,13.3,19262.92
2024-10-29,27.8,13.2,0.1,14.0,46617.05
2024-10-30,25.1,18.2,2.3,14.8,46665.24
2024-10-31,30.4,17.1,3.1,15.4,44821.5
2024-11-01,31.2,15.3,1.1,13.4,46758.23
2024-11-02,26.7,16.6,0.1,17.9,46461.94
2024-11-03,27.4,17.7,0.4,17.0,46800.0
2024-11-04,29.7,17.1,0.0,19.1,46800.0
2024-11-05,31.5,18.7,3.2,18.5,46800.0
2024-11-06,30.4,18.8,0.0,18.1,46800.0
2024-11-07,31.8,19.0,0.0,21.3,37056.18
2024-11-08,33.8,22.4,1.8,12.4,39472.33
2024-11-09,30.5,21.3,0.1,17.9,46425.87
2024-11-10,29.7,20.6,25.8,16.6,34247.97
2024-11-11,28.7,21.4,42.9,19.8,39465.61
2024-11-12,28.3,21.0,26.5,15.2,29046.76
2024-11-13,30.1,19.2,6.1,13.9,40300.69
2024-11-14,32.2,18.7,0.0,13.7,44708.82
2024-11-15,27.3,20.2,2.8,13.1,37855.17
2024-11-16,26.6,20.1,16.6,15.9,45232.92
2024-11-17,26.8,19.3,0.0,14.3,46800.0
2024-11-18,28.1,18.8,5.0,14.3,43200.0
2024-11-19,22.9,17.3,36.8,15.8,1608.41
2024-11-20,21.4,17.5,35.3,17.1,0.0
2024-11-21,22.5,17.6,4.1,16.4,1969.17
2024-11-22,22.9,18.3,20.9,14.7,21220.01
2024-11-23,25.1,16.9,0.7,11.8,46800.0
2024-11-24,26.5,17.1,0.0,12.4,46800.0
2024-11-25,26.1,18.4,0.3,12.1,46800.0
2024-11-26,26.6,19.0,1.3,12.7,46800.0
2024-11-27,27.8,19.2,1.8,14.9,46106.35
2024-11-28,29.0,21.3,1.9,12.1,43873.81
2024-11-29,27.7,21.6,3.6,15.4,40902.13
2024-11-30,26.1,21.7,51.1,17.1,8409.37
2024-12-01,27.7,21.4,34.6,13.0,38279.87
2024-12-02,29.7,20.5,2.6,14.6,46870.33
2024-12-03,28.9,21.7,0.1,13.8,41361.61
2024-12-04,28.2,21.7,1.1,11.5,26729.52
2024-12-05,28.0,21.9,3.4,14.0,45742.06
2024-12-06,29.1,21.0,0.1,12.0,47352.97
2024-12-07,30.3,20.7,0.0,14.8,47332.43
2024-12-08,35.3,20.3,0.2,8.0,47027.46
2024-12-09,29.6,23.0,9.7,11.7,28970.17
2024-12-10,29.0,21.9,29.8,13.1,11291.2
2024-12-11,25.9,19.7,22.7,15.3,11766.36
2024-12-12,28.6,18.9,0.0,12.0,47804.42
2024-12-13,29.1,20.4,0.7,13.3,46800.0
2024-12-14,27.2,21.2,45.3,12.6,22570.38
2024-12-15,29.0,21.4,1.8,17.2,39052.66
2024-12-16,27.8,22.0,19.1,21.3,33834.18
2024-12-17,29.5,22.0,23.8,12.5,39348.19
2024-12-18,30.4,21.0,33.1,20.0,32400.0
2024-12-19,26.5,18.9,0.0,19.7,40027.42
2024-12-20,26.7,16.8,0.1,12.0,48816.02
2024-12-21,30.1,19.6,0.0,12.1,45201.03
2024-12-22,28.6,18.1,0.0,11.7,49072.01
2024-12-23,30.5,19.6,0.0,12.9,48485.71
2024-12-24,30.7,19.5,0.0,18.7,49171.39
2024-12-25,29.3,18.3,0.0,15.8,49028.53
2024-12-26,28.7,17.6,0.0,12.0,49222.31
2024-12-27,31.2,17.4,0.0,14.4,49246.09
2024-12-28,35.3,21.7,4.0,10.6,41502.69
2024-12-29,31.0,22.8,3.1,13.3,47550.11
