Site ID,Parent Site ID,Site Name,Short Name,Type,Latitude,Longitude,Start_Date,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,geolocation
M002E,M002,"Story Bridge (East), Kangaroo Point","Story Br, Kangaroo Pt",Manual,-27.461897,153.035827,2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,"-27.461897, 153.035827"
M002W,M002,"Story Bridge (West), Kangaroo Point","Story Br, Kangaroo Pt",Manual,-27.461891,153.035577,2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.461891, 153.035577"
M003,M003,"Riverwalk, New Farm","Riverwalk, New Farm",Manual,-27.47107,153.041141,2004,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.47107, 153.041141"
M004,M004,Story Bridge Underpass connecting Bowen Terrace_Ivory Lane,Story Br Underpass connecting Bowen Terrace_Ivory Lane,Manual,-27.461705,153.035592,2011,,,,,,,,1,1,1,,,,,,,,,,,,1.0,"-27.461705, 153.035592"
M009,M009,"Kedron Brook Bikeway Nudgee Rd, Nundah","Kedron Brook Bikeway Nudgee Rd, Nundah",Manual,-27.40652433,153.0737474,2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.40652433, 153.0737474"
M012,M012,"Wynnum Foreshore, Wynnum","Wynnum Foreshore, Wynnum",Manual,-27.446578,153.187264,2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.446578, 153.187264"
M016W,M016,"Walter Taylor Bridge, Indooroopilly","Walter Taylor Br, Indooroopilly",Manual,-27.504647,152.9739,2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1.0,"-27.504647, 152.9739"
M020W,M020,"Go Between Bridge, South Brisbane Cycle","Go Between Br, Sth Brisbane Cycle",Manual,-27.471133,153.013317,2010,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.471133, 153.013317"
M021N,M021,"Bridge St, Woolowin","Bridge St, Woolowin",Manual,-27.422454,153.042372,2020,,,,,,,,,,,,,,,,,1,,1,1,1,1.0,"-27.422454, 153.042372"
M024E,M024,"Sylvan Rd, Toowong (at Coro Dr)","Sylvan Rd, Toowong (at Coro Dr)",Manual,-27.482441,152.996591,2010,,,,,,,1,1,1,,,,,,1,,1,,,,,,"-27.482441, 152.996591"
M024W,M024,"Sylvan Rd, Toowong (west of Land St)","Sylvan Rd, Toowong (west of Land St)",Manual,-27.48198286,152.9953629,2010,,,,,,,,,,,,,,,,,,1,1,1,1,1.0,"-27.48198286, 152.9953629"
M026SE,M026,"Eleanor Schonell Bridge, St Lucia Cycles (Dutton Park)","Eleanor Schonell Br, St Lucia",Manual,-27.498121,153.024971,2011,,,,,,,,,,,,,,,,,,1,,1,1,,"-27.498121, 153.024971"
M028,M028,"Queen St_Ann St, Brisbane City","Queen St_Ann St, Brisbane City",Manual,-27.46275,153.031114,2011,,,,,,,,1,1,1,1,1,1,,,1,1,1,1,1,1,1.0,"-27.46275, 153.031114"
M029,M029,"Ekibin Park South East Freeway Bikeway, Greenslopes","Ekibin Park Sth East Freeway Bikeway, Greenslopes",Manual,-27.507091,153.04178,2011,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.507091, 153.04178"
M030,M030,"Tarragindi Bikeway, Tarragindi","Tarragindi Bikeway, Tarragindi",Manual,-27.514859,153.043225,2011,,,,,,,,1,1,1,,1,1,,1,,,,1,1,1,1.0,"-27.514859, 153.043225"
M031,M031,"Canning Bridge, Norman Park","Canning Br, Norman Park",Manual,-27.476389,153.050406,2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.476389, 153.050406"
M033W,M033,"Indooroopilly Rd, Taringa","Indooroopilly Rd, Taringa",Manual,-27.4924,152.9908,2024,,,,,,,,,,,,,,,,,,,,,1,,"-27.4924, 152.9908"
M041,M041,"Alfred St, Fortitude Valley","Alfred St, Fortitude Valley",Manual,-27.456645,153.032261,2014,,,,,,,,,,,1,,,,1,,,,,,1,1.0,"-27.456645, 153.032261"
M043W,M043,"Kingsford Smith Dr_Breakfast Creek Rd, Albion","Kingsford Smith Dr, Albion",Manual,-27.44127,153.04587,2018,,,,,,,,,,,,,,,1,,,,1,,,,"-27.44127, 153.04587"
M045,M045,"Darra Railway Station, Darra","Darra Railway Station, Darra",Manual,-27.565795,152.951478,2015,,,,,,,,,,,,1,1,1,1,,1,,1,,1,,"-27.565795, 152.951478"
M046,M046,"Rotary Park, Woolloongabba","Rotary Park, Woolloongabba",Manual,-27.490229,153.042045,2015,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1.0,"-27.490229, 153.042045"
M051,M051,"Radnor St, Indooroopilly","Radnor St, Indooroopilly",Manual,-27.504534,152.97168,2015,,,,,,,,,,,,1,1,1,1,1,1,,1,,,,"-27.504534, 152.97168"
M055,M055,"Mowbray Park, East Brisbane","Mowbray Park, East Brisbane",Manual,-27.478138,153.044682,2012,,,,,,,,,1,,,,1,1,,,,,,,1,1.0,"-27.478138, 153.044682"
M059,M059,"Kedron Brook Bikeway, Mercer Park Junction, Kedron","Kedron Brook Bikeway, Mercer Park Junction, Kedron",Manual,-27.407727,153.041823,2012,,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1.0,"-27.407727, 153.041823"
M060,M060,"Old Cleveland Rd_Main Avenue, Coorparoo","Old Cleveland Rd_Main Avenue, Coorparoo",Manual,-27.498703,153.051028,2012,,,,,,,,,1,,,,1,,,,,1,,,1,,"-27.498703, 153.051028"
M063,M063,"George St_Margaret St, Brisbane City","George St_Margaret St, Brisbane City",Manual,-27.474027,153.026549,2016,,,,,,,,,,,,,1,,,,,1,,,,,"-27.474027, 153.026549"
M064,M064,"Edward St_Ann St, Brisbane City","Edward St_Ann St, Brisbane City",Manual,-27.466823,153.025441,2016,,,,,,,,,,,,,1,,,,,1,,,1,,"-27.466823, 153.025441"
M066S,M066,"Nudgee Rd_Lamington Ave, Ascot","Nudgee Rd_Lamington Ave, Ascot",Manual,-27.430271,153.071952,2016,,,,,,,,,,,,,1,,,,,,1,,1,,"-27.430271, 153.071952"
M070,M070,"Boundary St_Vulture St, West End","Boundary St_Vulture St, West End",Manual,-27.480967,153.01205,2016,,,,,,,,,,,,,1,,1,1,1,1,,1,1,1.0,"-27.480967, 153.01205"
M074,M074,"The Esplanade, St Lucia","The Esplanade, St Lucia",Manual,-27.502343,153.007716,2016,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1.0,"-27.502343, 153.007716"
M077,M077,"Turbot St Bikeway, Brisbane City","Turbot St Bikeway, Brisbane City",Manual,-27.468549,153.021504,2017,,,,,,,,,,,,,,1,,,,1,1,,1,,"-27.468549, 153.021504"
M080,M080,"Kangaroo Point Bikeway Little Dock St, South Bank","Kangaroo Pt Bikeway Little Dock St, Sth Bank",Manual,-27.482606,153.026052,2017,,,,,,,,,,,,,,1,,,,,,,,1.0,"-27.482606, 153.026052"
M082,M082,"Hyacinth St Bikeway, Inala","Hyacinth St Bikeway, Inala",Manual,-27.593685,152.972775,2017,,,,,,,,,,,,,,1,,,,,,,1,,"-27.593685, 152.972775"
M093,M093,"Telegraph Rd, Bracken Rridge","Telegraph Rd, Bracken Rridge",Manual,-27.331404,153.04352,2019,,,,,,,,,,,,,,,,1,1,1,1,1,1,,"-27.331404, 153.04352"
M097,M097,"Pritchard St, Lytton Bikeway","Pritchard St, Lytton Bikeway",Manual,-27.426126,153.15876,2019,,,,,,,,,,,,,,,,1,,1,,1,,1.0,"-27.426126, 153.15876"
M099,M099,"Given Terrace_Latrobe Terrace, Paddington","Given Terrace_Latrobe Terrace, Paddington",Manual,-27.460464,153.002523,2019,,,,,,,,,,,,,,,,1,1,1,1,1,1,1.0,"-27.460464, 153.002523"
M101,M101,"Kedron Brook_Gateway Bikeway, Nudgee Beach","Kedron Brook_Gateway Bikeway, Nudgee Beach",Manual,-27.372216,153.097997,2019,,,,,,,,,,,,,,,,1,1,1,1,1,1,1.0,"-27.372216, 153.097997"
M104,M104,"Agnew St_Bennetts Rd, Morningside","Agnew St_Bennetts Rd, Morningside",Manual,-27.476138,153.066244,2019,,,,,,,,,,,,,,,,1,1,1,,,1,,"-27.476138, 153.066244"
M108,M108,"Logan Rd_Cleveland St, Greenslopes","Logan Rd_Cleveland St, Greenslopes",Manual,-27.49829,153.043112,2019,,,,,,,,,,,,,,,,1,1,1,1,1,1,1.0,"-27.49829, 153.043112"
M110,M110,"Nash St_Baroona Rd, Rosalie","Nash St_Baroona Rd, Rosalie",Manual,-27.466179,152.997079,2019,,,,,,,,,,,,,,,,1,1,,1,1,1,,"-27.466179, 152.997079"
M111,M111,"Lytton Rd_Oxford St, Bulimba","Lytton Rd_Oxford St, Bulimba",Manual,-27.451832,153.062109,2019,,,,,,,,,,,,,,,,1,1,,1,1,1,1.0,"-27.451832, 153.062109"
M114,M114,"Greencamp Rd_Rickertt Rd, Wakerley","Greencamp Rd_Rickertt Rd, Wakerley",Manual,-27.485044,153.166994,2019,,,,,,,,,,,,,,,,1,,,1,,1,,"-27.485044, 153.166994"
M115,M115,"Melbourne St_Stanley St, South Brisbane","Melbourne St_Stanley St, Sth Brisbane",Manual,-27.473477,153.019358,2020,,,,,,,,,,,,,,,,,1,,,,,1.0,"-27.473477, 153.019358"
M117,M117,"Elizabeth St_Edward St, Brisbane City","Elizabeth St_Edward St, Brisbane City",Manual,-27.469107,153.027682,2020,,,,,,,,,,,,,,,,,1,,,,,,"-27.469107, 153.027682"
M119,M119,"Lambert Rd_Clarence St, Indooroopilly","Lambert Rd_Clarence St, Indooroopilly",Manual,-27.503447,152.976979,2020,,,,,,,,,,,,,,,,,1,1,,,1,1.0,"-27.503447, 152.976979"
M122,M122,"Brisbane St_Herbert_St, Toowong","Brisbane St_Herbert_St, Toowong",Manual,-27.48980695,152.9937238,2020,,,,,,,,,,,,,,,,,1,1,1,,1,1.0,"-27.48980695, 152.9937238"
M123,M123,"Gympie Rd service road_Ledbury St, Aspley","Gympie Rd service road_Ledbury St, Aspley",Manual,-27.370355,153.019903,2020,,,,,,,,,,,,,,,,,1,1,,,,,"-27.370355, 153.019903"
M124,M124,"Newstead Av_Breakfast Creek Rd, Newstead","Newstead Av_Breakfast Ck Rd, Newstead",Manual,-27.443079,153.044254,2020,,,,,,,,,,,,,,,,,1,,1,1,,,"-27.443079, 153.044254"
M125,M125,"Dickson St_Thorrold St, Wooloowin","Dickson St_Thorrold St, Wooloowin",Manual,-27.41613067,153.045321,2021,,,,,,,,,,,,,,,,,,1,1,,1,,"-27.41613067, 153.045321"
M128,M128,"Brunswick St_Ann St, Fortitude Valley","Brunswick St_Ann St, Fortitude Valley",Manual,-27.45848084,153.0350172,2021,,,,,,,,,,,,,,,,,,1,,,1,1.0,"-27.45848084, 153.0350172"
M132,M132,"MacArthur Ave, Hamilton","MacArthur Ave, Hamilton",Manual,-27.444213,153.084243,2022,,,,,,,,,,,,,,,,,,,1,,1,,"-27.444213, 153.084243"
M142,M142,"Wynnum Rd_Junction Rd, Morningside","Wynnum Rd_Junction Rd, Morningside",Manual,-27.466827,153.078512,2022,,,,,,,,,,,,,,,,,,,1,1,1,1.0,"-27.466827, 153.078512"
M143,M143,"Tingal Rd_Wynnum Rd, Wynnum","Tingal Rd_Wynnum Rd, Wynnum",Manual,-27.4373,153.167331,2022,,,,,,,,,,,,,,,,,,,1,,1,,"-27.4373, 153.167331"
M144,M144,"Whites Rd_Lota Creek, Ransome","Whites Rd_Lota Ck, Ransome",Manual,-27.473231,153.183516,2022,,,,,,,,,,,,,,,,,,,1,1,,,"-27.473231, 153.183516"
M145,M145,"Hawthorne Rd_Virginia Ave, Hawthorn","Hawthorne Rd_Virginia Ave, Hawthorn",Manual,-27.46874245,153.0591358,2022,,,,,,,,,,,,,,,,,,,1,1,1,,"-27.46874245, 153.0591358"
M148,M148,"Norman Creek Bikeway_Gladys St, Stones Corner","Norman Ck Bikeway_Gladys St, Stones Corner",Manual,-27.497308,153.045472,2022,,,,,,,,,,,,,,,,,,,1,1,1,1.0,"-27.497308, 153.045472"
M149E,M149,"Albany Creek Rd, Aspley","Albany Ck Rd, Aspley",Manual,-27.36368996,153.0141449,2023,,,,,,,,,,,,,,,,,,,1,1,,,"-27.36368996, 153.0141449"
M150,M150,"Newnham Rd_Creek Rd, Mansfield","Newnham Rd_Creek Rd, Mansfield",Manual,-27.531855,153.094018,2022,,,,,,,,,,,,,,,,,,,1,1,1,,"-27.531855, 153.094018"
M155,M155,"Lewisham St, Annerley","Lewisham St, Annerley",Manual,-27.51063557,153.0385479,2024,,,,,,,,,,,,,,,,,,,,,,,"-27.51063557, 153.0385479"
M156,M156,"Mayne Rd_ICB, Bowen Hills","Mayne Rd_ICB, Bowen Hills",Manual,-27.4448,153.0366,2024,,,,,,,,,,,,,,,,,,,,,1,,"-27.4448, 153.0366"
M157,M157,"Riverwalk Norris Point, New Farm","Riverwalk Norris Pt, New Farm",Manual,-27.4685545,153.05468,2024,,,,,,,,,,,,,,,,,,,,,1,1.0,"-27.4685545, 153.05468"
M158,M158,"Lytton Rd_Park Ave, Kangaroo Point","Lytton Rd_Park Ave, Kangaroo Pt",Manual,-27.4788,153.0424,2024,,,,,,,,,,,,,,,,,,,,,1,,"-27.4788, 153.0424"
M164,M164,"Boundary St_Queen St_Ann St, Brisbane City","Boundary St_Queen St_Ann St, Brisbane City",Manual,-27.4618,153.0312,2025,,,,,,,,,,,,,,,,,,,,,,1.0,"-27.4618, 153.0312"
M165,M165,"Skyring Tce_Ann St_Montpelier Rd, Bowen Hills","Skyring Tce_Ann St_Montpelier Rd, Bowen Hills",Manual,-27.449865,153.041768,2025,,,,,,,,,,,,,,,,,,,,,,1.0,"-27.449865, 153.041768"
M175,M175,"Upper Edward St_Boundary St, Spring Hill","Upper Edward St_Boundary St, Spring Hill",Manual,-27.46081,153.024487,2025,,,,,,,,,,,,,,,,,,,,,,1.0,"-27.46081, 153.024487"
M176,M176,"James St_Arthur St, Fortitude Valley","James St_Arthur St, Fortitude Valley",Manual,-27.457711,153.041156,2025,,,,,,,,,,,,,,,,,,,,,,1.0,"-27.457711, 153.041156"
M177,M177,"Grey St_Peel St, South Brisbane","Grey St_Peel St, South Brisbane",Manual,-27.471988,153.017273,2025,,,,,,,,,,,,,,,,,,,,,,1.0,"-27.471988, 153.017273"
A001,A001,"Bicentennial Bikeway, Auchenflower","Bicentennial, Auchenflower",Automatic,-27.478042,153.00035,2013,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.478042, 153.00035"
A003,A003,"Ekibin Park, Greenslopes","Ekibin Park, Greenslopes",Automatic,-27.50723217,153.0419253,2015,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1.0,"-27.50723217, 153.0419253"
A004E,A004,"Eleanor Schonell Br Cyclists, St Lucia","Eleanor Schonell Br, St Lucia",Automatic,-27.49816128,153.0248634,2013,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.49816128, 153.0248634"
A009,A009,"Kedron Brook Bikeway, Lutwyche","Kedron Br B'way, Lutwyche",Automatic,-27.418186,153.032104,2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.418186, 153.032104"
A013,A013,"Riverwalk, Newfarm","Riverwalk, New Farm",Automatic,-27.464029,153.03867,2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.464029, 153.03867"
A014,A014,"Schulz Canal Bridge, Nundah","Schulz Canal Br, Nundah",Automatic,-27.406077,153.073727,2013,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.406077, 153.073727"
A016W,A016,"Story Bridge West, Kangaroo Point","Story Br, Kangaroo Pt",Automatic,-27.470387,153.035644,2013,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.470387, 153.035644"
A017,A017,"Norman Creek Bridge, Norman Park","Norman Ck Br, Norman Park",Automatic,-27.478348,153.055372,2016,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1.0,"-27.478348, 153.055372"
A018,A018,"Macquarie Street, St Lucia","Macquarie St, St Lucia",Automatic,-27.492607,153.007818,2017,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1.0,"-27.492607, 153.007818"
A020,A020,"Gympie Rd (Marchant Park), Chermside","Gympie Rd, Chermside",Automatic,-27.378192,153.029181,2019,,,,,,,,,,,,,,,,1,1,1,1,1,1,1.0,"-27.378192, 153.029181"
A023,A023,"Botanic Gardens, City","Botanic Gardens, City",Automatic,-27.47272,153.03099,2019,,,,,,,,,,,,,,,,1,1,1,1,1,1,1.0,"-27.47272, 153.03099"
A024,A024,"Land Bridge ICB, Spring Hill","Land Br ICB, Spring Hill",Automatic,-27.45526,153.023292,2020,,,,,,,,,,,,,,,,,1,1,1,1,1,1.0,"-27.45526, 153.023292"
A026,A026,"Annerley Rd, South Brisbane","Annerley Rd, Sth Brisbane",Automatic,-27.486297,153.028897,2020,,,,,,,,,,,,,,,,,1,1,1,1,1,1.0,"-27.486297, 153.028897"
A029,A029,"Lytton Road, East Brisbane","Lytton Road, E Brisbane",Automatic,-27.47723481,153.0485333,2021,,,,,,,,,,,,,,,,,,1,1,1,1,1.0,"-27.47723481, 153.0485333"
A032,A032,"Kangaroo Point Green Bridge, Brisbane City","Kangaroo Pt Green Br, Brisbane City",Automatic,-27.47237722,153.0318479,2024,,,,,,,,,,,,,,,,,,,,,1,1.0,"-27.47237722, 153.0318479"
A201,A201,"City Link Cycleway (Elizabeth St - Creek to Edward), City",City Link Elizabeth St (Creek - Edward),Automatic,-27.46814992,153.0290526,2019,,,,,,,,,,,,,,,,,,1,1,1,1,1.0,"-27.46814992, 153.0290526"
T0016,T0016,Mowbray Park Shared Pathway (East Brisbane),"Mowbray Park, E Brisbane",Automatic,-27.478359,153.045515,,,,,,,,,,,,,,,,,,,,,,,,"-27.478359, 153.045515"
