Site ID,Parent Site ID,Site Name,Short Name,Type,Latitude,Longitude,Start_Date,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,geolocation
T0035,T0035,Princess Alexandra Hospital Bikeway (Woollongabba),"PA Hospital Bikeway, Woollongabba",Automatic,-27.496921,153.036196,,,,,,,,,,,,,,,,,,,,,,,,"-27.496921, 153.036196"
T0038,T0038,Veloway 1 (Greenslopes),"V1, Greenslopes",Automatic,-27.510168,153.039689,,,,,,,,,,,,,,,,,,,,,,,,"-27.510168, 153.039689"
T0040,T0040,Veloway 1 (Upper Mount Gravatt),"V1, Upper Mt Gravatt",Automatic,-27.562285,153.077452,,,,,,,,,,,,,,,,,,,,,,,,"-27.562285, 153.077452"
T0041,T0041,Centenary Cycleway (Sumner),"Centenary Cycleway, Sumner",Automatic,-27.565543,152.942261,,,,,,,,,,,,,,,,,,,,,,,,"-27.565543, 152.942261"
T0009,T0009,Gateway Motorway Shared Pathway (Murarrie),"Gateway Shared Path, Murarrie",Automatic,-27.451173,153.105017,,,,,,,,,,,,,,,,,,,,,,,,"-27.451173, 153.105017"
M001,M001,"Kangaroo Point Bikeway, Kangaroo Point","Kangaroo Pt Bikeway, Kangaroo Pt",Manual,-27.476039,153.034728,2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.476039, 153.034728"
M005,M005,"Bicentennial Bikeway William Jolly Bridge, Milton","Bicentennial Bikeway William Jolly Br, Milton",Manual,-27.467589,153.016503,2004,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.467589, 153.016503"
M007W,M007,"Victoria Bridge (West), Brisbane City","Victoria Br, Brisbane City",Manual,-27.471753,153.022479,2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.471753, 153.022479"
M010,M010,"Enoggera Creek Bikeway, Ashgrove","Enoggera Ck Bikeway, Ashgrove",Manual,-27.445115,152.975679,2004,1,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1.0,"-27.445115, 152.975679"
M014,M014,"Enoggera Creek Bikeway, Herston (Downey St)","Enoggera Ck Bikeway, Herston (Downey St)",Manual,-27.44384,153.024954,2004,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,1,1.0,"-27.44384, 153.024954"
M015,M015,"Enoggera Creek Bikeway, Herston (Granville St)","Enoggera Ck Bikeway, Herston (Granville St)",Manual,-27.441872,153.0211,2013,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.441872, 153.0211"
M017,M017,"Goodwill Bridge, Brisbane City","Goodwill Br, Brisbane City",Manual,-27.478989,153.028578,2008,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.478989, 153.028578"
M020E,M020,"Go Between Bridge, South Brisbane Ped","Go Between Br, Sth Brisbane Ped",Manual,-27.470988,153.013597,2010,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.470988, 153.013597"
M021S,M021,"Bridge St, Woolowin","Bridge St, Woolowin",Manual,-27.425017,153.041961,2010,,,,,,,1,1,1,,1,1,1,1,1,1,,1,1,,,,"-27.425017, 153.041961"
M025N,M025,"Uxbridge St_Lanham Park entrance, Grange","Uxbridge St_Lanham Park entrance, Grange",Manual,-27.423031,153.020334,2017,,,,,,,,,,,,,,1,,,,,1,,1,1.0,"-27.423031, 153.020334"
M034,M034,"Wynnum Rd, Wynnum","Wynnum Rd, Wynnum",Manual,-27.451412,153.156714,2014,,,,,,,,,,,1,,,,,,,,,,,1.0,"-27.451412, 153.156714"
M035,M035,"Wynnum Rd North, Wynnum West","Wynnum Rd Nth, Wynnum West",Manual,-27.437529,153.15793,2014,,,,,,,,,,,1,,1,,,,,,,,,1.0,"-27.437529, 153.15793"
M036,M036,"Centaurus St, Inala","Centaurus St, Inala",Manual,-27.60279,152.968574,2014,,,,,,,,,,,1,1,,,,,,,,,,,"-27.60279, 152.968574"
M038,M038,"Lanita Rd, Ferny Grove","Lanita Rd, Ferny Grove",Manual,-27.398327,152.931328,2014,,,,,,,,,,,1,1,1,,1,,,,,,,,"-27.398327, 152.931328"
M039,M039,"Dornoch Tce, West End","Dornoch Tce, West End",Manual,-27.487421,153.018423,2014,,,,,,,,,,,1,,,1,,,,,,,1,,"-27.487421, 153.018423"
M040,M040,"Gladstone Rd, Highgate Hill","Gladstone Rd, Highgate Hill",Manual,-27.488448,153.018651,2014,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,1.0,"-27.488448, 153.018651"
M043E,M043,"Kingsford Smith Dr_Quarry St, Albion","Kingsford Smith Dr, Albion",Manual,-27.439855,153.060003,2015,,,,,,,,,,,,1,1,,,,,,1,,,,"-27.439855, 153.060003"
M043C,M043,"Kingsford Smith Dr_Toorak Rd, Albion","Kingsford Smith Dr, Albion",Manual,-27.440004,153.051046,2019,,,,,,,,,,,,,,,,1,1,,1,,,,"-27.440004, 153.051046"
M047S,M047,"Kedron Brook Bikeway, Royal Pde, Stafford","Kedron Brook Bikeway, Royal Pde, Stafford",Manual,-27.41398981,153.0091208,2016,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1.0,"-27.41398981, 153.0091208"
M047W,M047,"Kedron Brook Bikeway, Shand St, Stafford","Kedron Brook Bikeway, Shand St, Stafford",Manual,-27.412518,153.007209,2017,,,,,,,,,,,,,,1,,,,,,,,,"-27.412518, 153.007209"
M049,M049,"Cabbage Tree Ck Bikeway, Beckett Rd, McDowall","Cabbage Tree Ck Bikeway, Beckett Rd, McDowall",Manual,-27.374359,152.989699,2015,,,,,,,,,,,,1,1,,,,,,,,1,,"-27.374359, 152.989699"
M051W,M051,"Witton Rd_Kate St, Indooroopilly","Witton Rd_Kate St, Indooroopilly",Manual,-27.50706,152.96469,2021,,,,,,,,,,,,,,,,,,1,1,,,,"-27.50706, 152.96469"
M054,M054,"Shaw Rd, Wavell Heights","Shaw Rd, Wavell Heights",Manual,-27.403978,153.047723,2012,,,,,,,,,1,,,,1,1,1,1,1,,1,1,1,1.0,"-27.403978, 153.047723"
M057,M057,"Downfall Creek Bikeway Junction Kittyhawk Drive, Chermside","Downfall Ck Bikeway Junction Kittyhawk Drive, Chermside",Manual,-27.382555,153.0353,2012,,,,,,,,,1,,,,1,,1,,,,,1,,1.0,"-27.382555, 153.0353"
M057E,M057,"Downfall Creek Bikeway Corrie St, Chermside","Downfall Ck Bikeway Corrie St, Chermside",Manual,-27.380702,153.040431,2019,,,,,,,,,,,,,,,,1,1,1,,,,,"-27.380702, 153.040431"
M058W,M058,"Somerset St & Albany St, Windsor","Somerset St & Albany St, Windsor",Manual,-27.434974,153.036227,2012,,,,,,,,,1,,,,1,,,,1,,,,,,"-27.434974, 153.036227"
M058E,M058,"Somerset St, Windsor","Somerset St, Windsor",Manual,-27.434903,153.036758,2016,,,,,,,,,,,,,1,1,1,1,,,,,,,"-27.434903, 153.036758"
M066N,M066,"Nudgee Rd_Hampden St, Ascot","Nudgee Rd_Hampden St, Ascot",Manual,-27.427578,153.072321,2018,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1.0,"-27.427578, 153.072321"
M067,M067,"Cycle Bridge Mount Ommaney Dr, Jindalee","Cycle Br Mount Ommaney Dr, Jindalee",Manual,-27.528672,152.941065,2016,,,,,,,,,,,,,1,,,,1,,1,,1,,"-27.528672, 152.941065"
M073,M073,"Montague Rd_Jane St, West End","Montague Rd_Jane St, West End",Manual,-27.478316,153.006463,2016,,,,,,,,,,,,,1,,,,,,,,1,,"-27.478316, 153.006463"
M076,M076,"Dandenong Rd, Mt Ommaney","Dandenong Rd, Mt Ommaney",Manual,-27.392688,152.9406824,2017,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1.0,"-27.392688, 152.9406824"
M078,M078,"Bulimba Creek Bikeway, Blue Grass Cr, Eight Mile Plains","Bulimba Ck Bikeway, Blue Grass Cr, Eight Mile Plains",Manual,-27.564719,153.102679,2017,,,,,,,,,,,,,,1,,,,,1,,1,,"-27.564719, 153.102679"
M081,M081,"Alice St_Edward St Bikeway, Brisbane City","Alice St_Edward St Bikeway, Brisbane City",Manual,-27.472284,153.030819,2017,,,,,,,,,,,,,,1,1,1,1,1,,,1,1.0,"-27.472284, 153.030819"
M083,M083,"Downfall Creek Bikeway, Parton St, Stafford Heights","Downfall Ck Bikeway, Parton St, Stafford Heights",Manual,-27.392688,153.000133,2017,,,,,,,,,,,,,,1,1,,,,1,1,1,1.0,"-27.392688, 153.000133"
M084,M084,"Pamphlett Bridge, Graceville","Pamphlett Br, Graceville",Manual,-27.52485396,152.9948851,2017,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1.0,"-27.52485396, 152.9948851"
M086,M086,"Mariners Reach, Newstead","Mariners Reach, Newstead",Manual,-27.44559,153.04627,2018,,,,,,,,,,,,,,,1,,,1,,,1,,"-27.44559, 153.04627"
M087,M087,"Catalina, Teneriffe","Catalina, Teneriffe",Manual,-27.45904,153.05042,2018,,,,,,,,,,,,,,,1,,,,,,1,,"-27.45904, 153.05042"
M088,M088,"Cutters Landing, New Farm","Cutters Landing, New Farm",Manual,-27.459024,153.050648,2018,,,,,,,,,,,,,,,1,,,,,,1,1.0,"-27.459024, 153.050648"
M089,M089,"City Reach, Eagle St","City Reach, Eagle St",Manual,-27.465366,153.031463,2018,,,,,,,,,,,,,,,1,,1,,1,,1,,"-27.465366, 153.031463"
M090,M090,"Cultural Centre, Riverwalk","Cultural Centre, Riverwalk",Manual,-27.47059,153.01835,2018,,,,,,,,,,,,,,,1,,,,,,1,1.0,"-27.47059, 153.01835"
M091,M091,"Wellington St stub, East Brisbane","Wellington St stub, East Brisbane",Manual,-27.47653,153.04177,2018,,,,,,,,,,,,,,,1,,,,,,1,1.0,"-27.47653, 153.04177"
M092,M092,"Bradshaw St, Lutwyche","Bradshaw St, Lutwyche",Manual,-27.420476,153.034726,2019,,,,,,,,,,,,,,,,1,,,,,1,,"-27.420476, 153.034726"
M100,M100,"Qantas Dr_Lomandra Dr, Brisbane Airport","Qantas Dr_Lomandra Dr, Brisbane Airport",Manual,-27.41548,153.090493,2019,,,,,,,,,,,,,,,,1,1,1,,,1,,"-27.41548, 153.090493"
M102,M102,"Chatsworth Rd_Arc St, Coorparoo","Chatsworth Rd_Arc St, Coorparoo",Manual,-27.500443,153.074292,2019,,,,,,,,,,,,,,,,1,,1,,,,,"-27.500443, 153.074292"
M105,M105,"Station Rd, Indooroopilly","Station Rd, Indooroopilly",Manual,-27.502065,152.974372,2019,,,,,,,,,,,,,,,,1,1,1,,,1,,"-27.502065, 152.974372"
M106,M106,"Riding Rd, Hawthorne","Riding Rd, Hawthorne",Manual,-27.463673,153.063914,2019,,,,,,,,,,,,,,,,1,1,,,,,,"-27.463673, 153.063914"
M109,M109,"Oxley Rd_Clewley St, Corinda","Oxley Rd_Clewley St, Corinda",Manual,-27.53803,152.981974,2019,,,,,,,,,,,,,,,,1,,1,,,1,,"-27.53803, 152.981974"
M112,M112,"Waterworks Rd_Gresham St, Ashgrove","Waterworks Rd_Gresham St, Ashgrove",Manual,-27.447986,152.974222,2019,,,,,,,,,,,,,,,,1,,,,,,,"-27.447986, 152.974222"
M113,M113,"Enoggera Creek Bikeway Royal Parade, Ashgrove","Enoggera Ck Bikeway Royal Parade, Ashgrove",Manual,-27.443144,152.974395,2019,,,,,,,,,,,,,,,,1,,1,1,,,1.0,"-27.443144, 152.974395"
M116,M116,"Elizabeth St_George St, Brisbane City","Elizabeth St_George St, Brisbane City",Manual,-27.471744,153.02432,2020,,,,,,,,,,,,,,,,,1,,,,,1.0,"-27.471744, 153.02432"
M118,M118,"Edward St_Mary St , Brisbane City","Edward St_Mary St , Brisbane City",Manual,-27.47062858,153.0291681,2020,,,,,,,,,,,,,,,,,1,,,,,,"-27.47062858, 153.0291681"
M126,M126,"Mary St_ Albert St, Brisbane City","Mary St_ Albert St, Brisbane City",Manual,-27.47194254,153.0274745,2021,,,,,,,,,,,,,,,,,,1,,,,,"-27.47194254, 153.0274745"
M131,M131,"Kent St, Dutton Park","Kent St, Dutton Park",Manual,-27.49691,153.032367,2022,,,,,,,,,,,,,,,,,,,1,,1,,"-27.49691, 153.032367"
M134,M134,"Blackwood Rd, Deagon","Blackwood Rd, Deagon",Manual,-27.335082,153.060542,2022,,,,,,,,,,,,,,,,,,,1,1,,,"-27.335082, 153.060542"
M141,M141,"Dornoch Tce_Ganges St, West End","Dornoch Tce_Ganges St, West End",Manual,-27.486763,153.006215,2022,,,,,,,,,,,,,,,,,,,1,,1,,"-27.486763, 153.006215"
M161,M161,"Junction Rd_Krupp Rd, Morningside","Junction Rd_Krupp Rd, Morningside",Manual,-27.4601,153.0835,2024,,,,,,,,,,,,,,,,,,,,,1,,"-27.4601, 153.0835"
M166,M166,"George St_Herschel St, Brisbane City","George St_Herschel St, Brisbane City",Manual,-27.467196,153.019889,2025,,,,,,,,,,,,,,,,,,,,,,1.0,"-27.467196, 153.019889"
M167,M167,"George St_Ann St, Brisbane City","George St_Ann St, Brisbane City",Manual,-27.469392,153.022132,2025,,,,,,,,,,,,,,,,,,,,,,1.0,"-27.469392, 153.022132"
M169,M169,"Jackson St, Wembley Park, Coorparoo","Jackson St, Wembley Park, Coorparoo",Manual,-27.488325,153.062701,2025,,,,,,,,,,,,,,,,,,,,,,1.0,"-27.488325, 153.062701"
M170,M170,"Norman Creek Bikeway_Turbo Dr, Coorparoo","Norman Ck Bikeway_Turbo Dr, Coorparoo",Manual,-27.493185,153.047405,2025,,,,,,,,,,,,,,,,,,,,,,1.0,"-27.493185, 153.047405"
M171,M171,"Downfall Creek Bikeway_Brickyard Rd, Chermside","Downfall Ck Bikeway_Brickyard Rd, Chermside",Manual,-27.382605,153.05935,2025,,,,,,,,,,,,,,,,,,,,,,1.0,"-27.382605, 153.05935"
M173,M173,"Hawken Dr_Carmody Rd, St Lucia","Hawken Dr_Carmody Rd, St Lucia",Manual,-27.499017,153.010657,2025,,,,,,,,,,,,,,,,,,,,,,1.0,"-27.499017, 153.010657"
A004N,A004,"Eleanor Schonell Br Pedestrians, St Lucia","Eleanor Schonell Br, St Lucia",Automatic,-27.4977358,153.0185576,2013,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.4977358, 153.0185576"
A005W,A005,"Go Between Br Cyclists, South Brisbane","Go Between Br, Sth Brisbane",Automatic,-27.471478,153.013503,2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.471478, 153.013503"
A005E,A005,"Go Between Br Pedestrians, South Brisbane","Go Between Br, Sth Brisbane",Automatic,-27.470671,153.013175,2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.470671, 153.013175"
A008,A008,"Kangaroo Point Bikeway, Kangaroo Point",Kangaroo Pt B'way,Automatic,-27.481723,153.031864,2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.481723, 153.031864"
A010,A010,"Kedron Brook Bikeway, Mitchelton","Kedron Br B'way, Mitchelton",Automatic,-27.402641,152.978179,2015,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1.0,"-27.402641, 152.978179"
A012,A012,"North Brisbane Bikeway (Mann Park), Windsor","Nth Brisbane B'way, Windsor",Automatic,-27.441242,153.033363,2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1.0,"-27.441242, 153.033363"
A025,A025,"Maritime Museum, South Brisbane","Maritime Museum, Sth Brisbane",Automatic,-27.48225,153.02549,2020,,,,,,,,,,,,,,,,,1,1,1,1,1,1.0,"-27.48225, 153.02549"
A027,A027,"Kurilpa Bridge Tank Street, Brisbane City","Kurilpa Br, Brisbane City",Automatic,-27.46849003,153.0199483,2020,,,,,,,,,,,,,,,,,1,1,1,1,1,1.0,"-27.46849003, 153.0199483"
A028,A028,"Indooroopilly Riverwalk, Indooroopilly","Indro Riverwalk, Indooroopilly",Automatic,-27.50459664,152.9748782,2021,,,,,,,,,,,,,,,,,,1,1,1,1,1.0,"-27.50459664, 152.9748782"
A030,A030,"Breakfast Creek / Yowoggera Bridge, Newstead","Breakfast Ck / Yowoggera Br, Newstead",Automatic,-27.4412,153.048182,2024,,,,,,,,,,,,,,,,,,,,,1,1.0,"-27.4412, 153.048182"
A200,A200,"City Link Cycleway (Edward St - Charlotte to Mary), City",City Link Edward St (Charlotte-Mary),Automatic,-27.47031079,153.0287844,2022,,,,,,,,,,,,,,,,,,1,1,1,1,1.0,"-27.47031079, 153.0287844"
A204,A204,"Story Bridge Underpass, Kangaroo Point","Story Br Underpass, Kangaroo Pt",Automatic,-27.470311,153.035796,2024,,,,,,,,,,,,,,,,,,,,,1,1.0,"-27.470311, 153.035796"
T0020,T0020,Veloway 1 (Woolloongabba),"V1, Woolloongabba",Automatic,-27.492824,153.034085,,,,,,,,,,,,,,,,,,,,,,,,"-27.492824, 153.034085"
T0027,T0027,Northbank Brisbane,"Bicentennial Bikeway Northbank, Brisbane City",Automatic,-27.475263,153.024749,,,,,,,,,,,,,,,,,,,,,,,,"-27.475263, 153.024749"
T0034,T0034,Veloway 1 on-ramp (Holland Park West),"V1 on-ramp, Holland Park W",Automatic,-27.53469,153.057637,,,,,,,,,,,,,,,,,,,,,,,,"-27.53469, 153.057637"
T0037,T0037,Ted Smout Bridge (Brighton),"Ted Smout Br, Brighton",Automatic,-27.284,153.06424,,,,,,,,,,,,,,,,,,,,,,,,"-27.284, 153.06424"
T0039,T0039,Centenary Cycleway (Indooroopilly),"Centenary Cycleway, Indooroopilly",Automatic,-27.498683,152.963608,,,,,,,,,,,,,,,,,,,,,,,,"-27.498683, 152.963608"
T0044,T0044,Veloway 1 (Tarringindi),"V1, Tarringindi",Automatic,-27.523846,153.054488,,,,,,,,,,,,,,,,,,,,,,,,"-27.523846, 153.054488"
T6085,T6085,Gateway Motorway Shared Pathway (Boondall),"Gateway Shared Path, Boondall",Automatic,-27.353139,153.078417,,,,,,,,,,,,,,,,,,,,,,,,"-27.353139, 153.078417"
T6086,T6086,Gateway Motorway Shared Pathway (Deagon Wetland),"Gateway Shared Pathy, Deagon Wetland",Automatic,-27.316694,153.048389,,,,,,,,,,,,,,,,,,,,,,,,"-27.316694, 153.048389"
